Names,label,clean_tweet
سعدي نضال يحيى,1,سعدى نضال ىحىى
سعدي عزيز ماضي,1,سعدى عزىز ماضى
سعدي رامي ليث,1,سعدى رامى لىث
سعود حماد زهير,1,سعود حماد زهىر
سعود عماد رعد,1,سعود عماد رعد
سعود عبدالرزاق أنعم,1,سعود عبدالرزاق انعم
سعيد مسعود آدم,1,سعىد مسعود ادم
سعيد خطاب ربيع,1,سعىد خطاب ربىع
سعيد أبو بكر عمار,1,سعىد ابو بكر عمار
سفيان رسمي سميع,1,سفىان رسمى سمىع
سفيان مظفر ظاهر,1,سفىان مظفر ظاهر
سفيان حقي وسام,1,سفىان حقى وسام
سلام شفيق آدم,1,سلام شفىق ادم
سلام رفعت شاهد,1,سلام رفعت شاهد
سلام فريد ثابت,1,سلام فرىد ثابت
سلامة معتصم حماد,1,سلامه معتصم حماد
سلامة شافي عامر,1,سلامه شافى عامر
سلامة عماد سلطان,1,سلامه عماد سلطان
سلطان فاتن عبدربه,1,سلطان فاتن عبدربه
سلطان عتاب بشير,1,سلطان عتاب بشىر
سلطان بهاء عصمت,1,سلطان بهاء عصمت
سلمان زياد مجدي,1,سلمان زىاد مجدى
سلمان عبدالخالق معاذ,1,سلمان عبدالخالق معاذ
سلمان عزت عجاج,1,سلمان عزت عجاج
سليم إهاب شعيب,1,سلىم اهاب شعىب
سليم عبدالرشيد جبران,1,سلىم عبدالرشىد جبران
سليم عميد ربيع,1,سلىم عمىد ربىع
سمعان منصور ميلاد,1,سمعان منصور مىلاد
سمعان عبدالسلام هاشم,1,سمعان عبدالسلام هاشم
سمعان لطيف رامز,1,سمعان لطىف رامز
سميح جليل يزيد,1,سمىح جلىل ىزىد
سميح فراج حكيم,1,سمىح فراج حكىم
سميح عبدالواحد ميلاد,1,سمىح عبدالواحد مىلاد
سمير رامز أكرم,1,سمىر رامز اكرم
سمير باسل تيسير,1,سمىر باسل تىسىر
سمير مرتضى عون,1,سمىر مرتضى عون
سميع رامي أنس,1,سمىع رامى انس
سميع تيم عبدالملك,1,سمىع تىم عبدالملك
سميع خليل عوف,1,سمىع خلىل عوف
سهل بشار مصطفى,1,سهل بشار مصطفى
سهل أكرم رماح,1,سهل اكرم رماح
سهل كمال ناصف,1,سهل كمال ناصف
سهيل عويس الحبيب,1,سهىل عوىس الحبىب
سهيل عبدالجبار شفيق,1,سهىل عبدالجبار شفىق
سهيل نواف نشأت,1,سهىل نواف نشات
سيد شاكر إحسان,1,سىد شاكر احسان
سيد عبدالفتاح حواس,1,سىد عبدالفتاح حواس
سيد رؤوف صافي,1,سىد رؤوف صافى
سيف إدريس عبدي,1,سىف ادرىس عبدى
سيف فاتح عصمت,1,سىف فاتح عصمت
سيف عبدالرحمن عبدالملك,1,سىف عبدالرحمن عبدالملك
شادي عبدالحميد مطاوع,1,شادى عبدالحمىد مطاوع
شادي تهامي راغب,1,شادى تهامى راغب
شادي أمان رشوان,1,شادى امان رشوان
شافي عبدي مهند,1,شافى عبدى مهند
شافي شوقي ربيع,1,شافى شوقى ربىع
شافي بهاء شادي,1,شافى بهاء شادى
شاكر عبدالخالق عبدربه,1,شاكر عبدالخالق عبدربه
شاكر منتصر زغلول,1,شاكر منتصر زغلول
شاكر بشير عصام,1,شاكر بشىر عصام
شاهد حمدان نادر,1,شاهد حمدان نادر
شاهد رياض رماح,1,شاهد رىاض رماح
شاهد براء فخر,1,شاهد براء فخر
شاهر عبدالله بطرس,1,شاهر عبدالله بطرس
شاهر عجاج فرقان,1,شاهر عجاج فرقان
شاهر عبدالرحيم نوري,1,شاهر عبدالرحىم نورى
شديد عبدالقادر رامز,1,شدىد عبدالقادر رامز
شديد نبيه الخضر,1,شدىد نبىه الخضر
شديد منيب عبدالباقي,1,شدىد منىب عبدالباقى
شعبان عمران عبودة,1,شعبان عمران عبوده
شعبان جودة زاهر,1,شعبان جوده زاهر
شعبان قصي منذر,1,شعبان قصى منذر
شعيب عنتر محمد,1,شعىب عنتر محمد
شعيب تواب عبدربه,1,شعىب تواب عبدربه
شعيب هيثم رامز,1,شعىب هىثم رامز
شفيع صلاح كارم,1,شفىع صلاح كارم
شفيع فكري ماضي,1,شفىع فكرى ماضى
شفيع رزق نافع,1,شفىع رزق نافع
شفيق رزق برهان,1,شفىق رزق برهان
شفيق سميح وسام,1,شفىق سمىح وسام
شفيق شعبان لطيف,1,شفىق شعبان لطىف
شكري بشير ممدوح,1,شكرى بشىر ممدوح
شكري عبدربه عرفات,1,شكرى عبدربه عرفات
شكري عارف نديم,1,شكرى عارف ندىم
شمس الدين عجاج عبدي,1,شمس الدىن عجاج عبدى
شمس الدين خميس باسل,1,شمس الدىن خمىس باسل
شمس الدين زين منتصر,1,شمس الدىن زىن منتصر
شهاب وسام عبدالواحد,1,شهاب وسام عبدالواحد
شهاب حاتم راغد,1,شهاب حاتم راغد
شهاب شاهر عبد الحسين,1,شهاب شاهر عبد الحسىن
شهيد عبدالخالق ناجي,1,شهىد عبدالخالق ناجى
شهيد ناصر معاذ,1,شهىد ناصر معاذ
شهيد فرقان حجاج,1,شهىد فرقان حجاج
شوقي كارم حسني,1,شوقى كارم حسنى
شوقي راتب عتابة,1,شوقى راتب عتابه
شوقي عمر رشاد,1,شوقى عمر رشاد
شوكت صلاح الدين عبدالعليم,1,شوكت صلاح الدىن عبدالعلىم
شوكت قدري عثمان,1,شوكت قدرى عثمان
شوكت عزيز حمدون,1,شوكت عزىز حمدون
شيبة ناصر سعود,1,شىبه ناصر سعود
شيبة عبدالغفور عبدالرحيم,1,شىبه عبدالغفور عبدالرحىم
شيبة مهند فراج,1,شىبه مهند فراج
صابر عبدالجليل زيدان,1,صابر عبدالجلىل زىدان
صابر أدهم غالي,1,صابر ادهم غالى
صابر الحبيب حمدان,1,صابر الحبىب حمدان
صافي أسعد رسمي,1,صافى اسعد رسمى
صافي عجاج فضل,1,صافى عجاج فضل
صافي سهل غريب,1,صافى سهل غرىب
صدام سميح أبو بكر,1,صدام سمىح ابو بكر
صدام خلف عمار,1,صدام خلف عمار
صدام إمام أمير,1,صدام امام امىر
صديق هاني عجرم,1,صدىق هانى عجرم
صديق يزيد راتب,1,صدىق ىزىد راتب
صديق عابد بلال,1,صدىق عابد بلال
صفوت عراب عبدو,1,صفوت عراب عبدو
صفوت تيم فتوح,1,صفوت تىم فتوح
صفوت أبو حمزة أدهم,1,صفوت ابو حمزه ادهم
صلاح سعد علي,1,صلاح سعد على
صلاح زياد عرفة,1,صلاح زىاد عرفه
صلاح طيب إيهاب,1,صلاح طىب اىهاب
صلاح الدين راشد تهامي,1,صلاح الدىن راشد تهامى
صلاح الدين نوح بكار,1,صلاح الدىن نوح بكار
صلاح الدين أمير عدنان,1,صلاح الدىن امىر عدنان
ضياء عمر سلام,1,ضىاء عمر سلام
ضياء برهان نديم,1,ضىاء برهان ندىم
ضياء سامي منيب,1,ضىاء سامى منىب
طارق عبيدة فاتن,1,طارق عبىده فاتن
طارق عبدالسلام حقي,1,طارق عبدالسلام حقى
طارق راكان عزيز,1,طارق راكان عزىز
طاهر عبدالعزيز بهاء,1,طاهر عبدالعزىز بهاء
طاهر مشعل أسعد,1,طاهر مشعل اسعد
طاهر سعود منتصر,1,طاهر سعود منتصر
طلال اسلم رياض,1,طلال اسلم رىاض
طلال عزيز غريب,1,طلال عزىز غرىب
طلال صديق أكرم,1,طلال صدىق اكرم
طيب رامي عبدالمنان,1,طىب رامى عبدالمنان
طيب فرقان رباح,1,طىب فرقان رباح
طيب حجاج جابر,1,طىب حجاج جابر
ظافر مطاوع مبروك,1,ظافر مطاوع مبروك
ظافر كنان أكرم,1,ظافر كنان اكرم
ظافر سالم حسنين,1,ظافر سالم حسنىن
ظاهر بهاء حيدر,1,ظاهر بهاء حىدر
ظاهر شعبان بشار,1,ظاهر شعبان بشار
ظاهر ممدوح أحمد,1,ظاهر ممدوح احمد
عابد نصار عارف,1,عابد نصار عارف
عابد مازن سامح,1,عابد مازن سامح
عابد مصطفى البراء,1,عابد مصطفى البراء
عادل عبدالعليم محسن,1,عادل عبدالعلىم محسن
عادل زايد ضياء,1,عادل زاىد ضىاء
عادل راغب البراء,1,عادل راغب البراء
عارف عامر توفيق,1,عارف عامر توفىق
عارف ماجد سراج,1,عارف ماجد سراج
عارف مسعود فرج,1,عارف مسعود فرج
عاطف فتاح صلاح,1,عاطف فتاح صلاح
عاطف ممدوح هيثم,1,عاطف ممدوح هىثم
عاطف بكار عنتر,1,عاطف بكار عنتر
عاكف عبدالفتاح نجيب,1,عاكف عبدالفتاح نجىب
عاكف رسمي يزيد,1,عاكف رسمى ىزىد
عاكف أمير الخضر,1,عاكف امىر الخضر
عامر علي عويس,1,عامر على عوىس
عامر صلاح عدنان,1,عامر صلاح عدنان
عامر مؤيد خطاب,1,عامر مؤىد خطاب
عباد بكري ناصف,1,عباد بكرى ناصف
عباد بكر عمران,1,عباد بكر عمران
عباد زايد عارف,1,عباد زاىد عارف
عباس شهيد بسيم,1,عباس شهىد بسىم
عباس تامر مهاب,1,عباس تامر مهاب
عباس رضوان بهجت,1,عباس رضوان بهجت
عبد الحسين فارس بسيم,1,عبد الحسىن فارس بسىم
عبد الحسين حامد عصمت,1,عبد الحسىن حامد عصمت
عبد الحسين خضر عبدالجليل,1,عبد الحسىن خضر عبدالجلىل
عبدالباسط عادل عميد,1,عبدالباسط عادل عمىد
عبدالباسط عبده نجم,1,عبدالباسط عبده نجم
عبدالباسط رشيد عباس,1,عبدالباسط رشىد عباس
عبدالباقي شهاب عاطف,1,عبدالباقى شهاب عاطف
عبدالباقي إدريس بلال,1,عبدالباقى ادرىس بلال
عبدالباقي رجب نبيل,1,عبدالباقى رجب نبىل
عبدالبصير حنبل مرزوق,1,عبدالبصىر حنبل مرزوق
عبدالبصير أكرم معروف,1,عبدالبصىر اكرم معروف
عبدالبصير مرشد حيدر,1,عبدالبصىر مرشد حىدر
عبدالجبار زياد عبدالجميل,1,عبدالجبار زىاد عبدالجمىل
عبدالجبار فارس سلامة,1,عبدالجبار فارس سلامه
عبدالجبار بكار نعمت,1,عبدالجبار بكار نعمت
عبدالجليل عارف عبدالعظيم,1,عبدالجلىل عارف عبدالعظىم
عبدالجليل عبدالحي شعيب,1,عبدالجلىل عبدالحى شعىب
عبدالجليل شديد حمدان,1,عبدالجلىل شدىد حمدان
عبدالجميل ربحي سعدي,1,عبدالجمىل ربحى سعدى
عبدالجميل شيبة نصوح,1,عبدالجمىل شىبه نصوح
عبدالجميل منعم عمارة,1,عبدالجمىل منعم عماره
عبدالحفيظ ربحي عمر,1,عبدالحفىظ ربحى عمر
عبدالحفيظ عمارة عصام,1,عبدالحفىظ عماره عصام
عبدالحفيظ منصور مؤيد,1,عبدالحفىظ منصور مؤىد
عبدالحكيم قاسم فخر,1,عبدالحكىم قاسم فخر
عبدالحكيم عصمت فؤاد,1,عبدالحكىم عصمت فؤاد
عبدالحكيم عبدالعزيز رشيد,1,عبدالحكىم عبدالعزىز رشىد
عبدالحليم داود إحسان,1,عبدالحلىم داود احسان
عبدالحليم بهاء مؤيد,1,عبدالحلىم بهاء مؤىد
عبدالحليم فاتح تامر,1,عبدالحلىم فاتح تامر
عبدالحميد عمار فرج,1,عبدالحمىد عمار فرج
عبدالحميد جهاد خضر,1,عبدالحمىد جهاد خضر
عبدالحميد نبيل مرشدي,1,عبدالحمىد نبىل مرشدى
عبدالحي خلف رامي,1,عبدالحى خلف رامى
عبدالحي طارق إياس,1,عبدالحى طارق اىاس
عبدالحي بهاء كاظم,1,عبدالحى بهاء كاظم
عبدالخالق وفيق زيدان,1,عبدالخالق وفىق زىدان
عبدالخالق فاروق رائد,1,عبدالخالق فاروق رائد
عبدالخالق فهمي حمدان,1,عبدالخالق فهمى حمدان
